用户名称,评分,评论时间,有用数,常居地,加入豆瓣时间,评论,用户url,页数
茉莉,50,"
2018-02-18
",26,北京, 2016-03-11," 好看！我喜欢嚼口香糖的狙击手，帅！
        ",https://www.douban.com/people/143091725/,320
茉香,20,"
2018-02-26
",0,上海, 2015-12-03," 剧情弱，血腥，唐探被王宝强咋呼吵的头疼，这部全程突突突，看得脑仁痛，
        ",https://www.douban.com/people/138510043/,440
莫陶客,30,"
2018-02-18
",1,北京, 2005-10-16," 东家硬广植入...
        ",https://www.douban.com/people/motalk/,120
墨  尘,40,"
2018-02-23
",6,安徽淮南, 2008-03-16," “还记得我们是怎么当上蛟龙的吗？”我：“大概选美选上来的？”……
        ",https://www.douban.com/people/Waterlily_/,180
墨鱼仔,30,"
2018-02-23
",0,青海海北, 2009-02-25," 看的时候很嗨，然而隐隐觉得哪里不对劲。看完后才发现，电影就是个塞满火药的垃圾堆。
        ",https://www.douban.com/people/SuminonPete/,360
某J。624,40,"
2018-02-20
",7,陕西西安, 2008-02-08," 非得跟战狼踩一捧一么？那个说这种类型的只要一部就够了的请别脸大，我就希望多来几部。不过文戏依旧是硬伤，海清那条线和前期的演技太用力。什么时候影片的价值观能植入得更不动声色，就赞了。最后一定要说，全员全能型帅炸了帅炸了！PS：恐怖分子的小狙击手演得真好，以及这部据说是内行看门道。
        ",https://www.douban.com/people/june4cat/,300
木白,30,"
2018-02-28
",0,广东深圳, 2010-02-15," 慢镜头印象深刻，情节就是从头打到尾??
        ",https://www.douban.com/people/atheralee/,460
木鸡,20,"
2018-03-02
",5,"Seattle, United States", 2008-06-08," 列几个硬伤，1 剧情不严密，黄饼完全是多余的一条线，2 人物形象几乎不存在，都懒得脸谱化，3 血腥镜头没必要，光是恶心人毫无美感。最大的硬伤是，开历史倒车，战争片进化了这么多年，居然没有丝毫的对战争的反思或者主题的升华，还不如战狼2起码还有大国YY
        ",https://www.douban.com/people/sunshine2.0/,100
木匠小强,40,"
2018-02-18
",3,北京, 2016-01-06," 战狼是一个人战斗，红海行动是一群战友的战斗，情节合理紧张，场面恢宏血腥，没有人有主角光环，一队人面对一堆人，有血有肉有战斗，推荐指数五星。
        ",https://www.douban.com/people/140130104/,460
木偶,50,"
2018-02-21
",31,重庆, 2006-12-02," 国产战争片的标杆，大呼过瘾。林超贤玩这种类型简直就是得心应手。审查制度也放的非常开，真实的血腥场面越来越多，不过是不是该考虑分级了。
        ",https://www.douban.com/people/1333942/,60
木卫二,40,"
2018-02-18
",114,北京, 2006-03-29," 活不错。一个人的林超贤，可以追赶荷里活level的战争片。你对血腥场面的恶心、反感和排斥，恰好符合了战争的本质。
        ",https://www.douban.com/people/MovieL/,20
木西,30,"
2018-02-16
",118,江苏南京, 2009-11-05," 生干两小时，累心
        ",https://www.douban.com/people/roiroii/,0
木子橙??,40,"
2018-02-22
",26,上海, 2016-01-20," 非常硬的电影。武戏没得说，从头到尾整颗心一直吊着。情感线含蓄而爆发，石头将死之时让人心生不禁。不得不说不少地方类似于战狼，但这部电影更为真实，没有用民族主义激发情感，也没有过分的个人英雄主义，更为现实也更有代入感。
        ",https://www.douban.com/people/140821612/,100
目垂,10,"
2018-02-21
",7,浙江杭州, 2012-03-24," 坐在电影院里艰难地忍耐呕吐感，这种晃来晃去血肉横飞的战争片搞3D搞你妈哦/嗜血暴戾的林超贤可总算是借着主旋律东风过足瘾了呢
        ",https://www.douban.com/people/59767237/,60
慕灵珊,20,"
2018-02-24
",0,江苏南京, 2015-09-02," 嫌吵，文戏少，武戏过多审美疲劳
        ",https://www.douban.com/people/133995083/,280
慕容七,20,"
2018-02-21
",0,重庆, 2009-10-29," 看看海军能不能超越战狼。【2018.2.20】结果没有。影院上映版的剪辑很成问题，战斗情节常有不流畅、突兀之处。林超贤可以凭此片评为港版迈克尔·贝了。
        ",https://www.douban.com/people/19296065/,400
暮雪微微,30,"
2018-02-24
",0,辽宁沈阳, 2011-10-07," 看得我这个累啊……没有湄公河好看。
        ",https://www.douban.com/people/54869727/,280
内陆飞鱼,40,"
2018-03-03
",3,云南昆明, 2006-08-02," 不错，接近好莱坞水准了，从湄公河到红海，林超贤一直在立行业标杆，而且无人可破，只能自己挑战自己了。
        ",https://www.douban.com/people/veverlee/,240
纳兰飘飘,50,"
2018-02-18
",40,四川成都, 2009-08-08," 五星还有啥说的请问  缓缓再来肝影评  嗷呜
        ",https://www.douban.com/people/nlpp/,100
奶嘎牛,40,"
2018-02-12
",116,陕西西安, 2010-03-19," 热血，战友情，战争激战场面火爆震撼，印象深刻的是狙击战，坦克战。
        ",https://www.douban.com/people/skacow/,80
奈德来福,30,"
2018-02-17
",0,广东广州, 2012-02-01," 一个中国人都不能受伤害！
        ",https://www.douban.com/people/58184427/,420
南“珂”一梦,10,"
2018-02-16
",162,江苏苏州, 2011-02-08," 没剧情，从头到尾机关枪突突突，这也就忍了。但女主海清扣100颗星，完全不能忍，根本就是个疯婆子。
        ",https://www.douban.com/people/56793164/,0
南达卓玛,30,"
2018-02-10
",13,北京, 2011-03-15," 杜江对着小战友的一句：但我们还是坚持下来了，对吧？瞬间串戏到战争版爸爸去哪儿......霍思燕救老公这个梗也挺逗的......通讯兵那一段想起了比利林恩那场戏，真实感出来了。ps某些片段极其直接，可以这很林超贤。
        ",https://www.douban.com/people/vickydesertswu/,120
南瓜,20,"
2018-03-03
",0,"Las Vegas, United States", 2016-06-01," 我已经能预测到来年春节档的影片了。西游记不一定有，但是战争片一定会有。
恕我看不了弘扬主旋律的大陆电影。每一个镜头都像是在刻意炫耀。
战争是一个大染缸，人人都逃避不了杀戮的重责。请不要把战争，杀人，所有的杀人动作变成正确的理念。
对比孤独的幸存者，与菲利普船长。受害者的角度要更好
        ",https://www.douban.com/people/146530959/,380
难将歇,50,"
2018-02-16
",99,陕西西安, 2014-12-12," 小细节令人感动，军人们把防弹衣都给了老百姓，邓梅又把防弹衣给了小女孩，邓梅想让军人们穿防弹衣。这部电影除了让我们看到军人的精神以外，还把他们的其他身份都拍了出来。暗恋队友的男人，担心队友伤势但又得先顾及小女孩。对于他们而言，信念高于个体的追求，但导演把个体的追求拍了出来，觉得挺好
        ",https://www.douban.com/people/115172549/,160
孬爷爷,30,"
2018-02-28
",3,, 2006-06-30," 感觉并没有那么好啊。有些镜头刻意了，略显突兀。枪战情节紧张，双结尾的设计不错。不用上升到国家政治的高度。
        ",https://www.douban.com/people/post-rocker/,120
妮妮_小妮妮,50,"
2018-02-16
",73,北京, 2017-07-03," 不是军事迷，但是也喜欢军事题材的电影，会有一种自豪的感觉，多少了解一点点我国的军事。《红海行动》目前我看到中国军事题材里我最欣赏的一部电影。没有夸张的个人英雄主义，情节合理，有泪点，有燃点，全程绝对不会走神。虽然最后有牺牲，但是战场毕竟是战场。中国海军赞
        ",https://www.douban.com/people/163279683/,80
霓易牙迩,40,"
2018-02-16
",15,, 2016-09-16," 废物宣发 
        ",https://www.douban.com/people/151204469/,220
你猜我醉,30,"
2018-02-18
",2,上海, 2015-09-23," 场面真实，剧情紧凑。但是人物塑造不足，慢镜头刻意渲染气氛太过
        ",https://www.douban.com/people/134954384/,280
你好西西弗斯,20,"
2018-02-20
",2,上海, 2011-08-12," 从头到尾噼里啪啦哒哒哒地打，看得审美疲劳，评分8.5明显高估。“强者无敌”在我看来是非常苍白的一句slogan，以及，全片在亚丁湾打了那么久，最后放了张南海的图收尾，刻意又显得羸弱，真的强者才不会这样拍。
        ",https://www.douban.com/people/ilovetaylor/,200
昵称被占不开心,50,"
2018-02-16
",211,"Toronto, Canada", 2014-07-29," 军服上的国旗和蛟龙标志告诉世界 哪怕孤军奋战 他们代表来自中国的态度 全片无尿点 从头嗨到尾 最喜欢里面的狙击手还有那个女机枪手
        ",https://www.douban.com/people/94506833/,60
腻腻,30,"
2018-02-18
",68,辽宁大连, 2011-02-25," 真的就不咋的阿...挺假的- -
        ",https://www.douban.com/people/ToTnier/,0
柠檬就大酱,40,"
2018-02-16
",18,内蒙古呼和浩特, 2011-02-02," 《拯救中国公民邓梅》场景血腥。有时候会想，用这么多人去就一个人到底值还是不值？但是看完心里还是很平静。这种事情怎么会有答案呢？永远都不会有答案。另不明白，战场上随便扔枪的人怎么当的兵？
        ",https://www.douban.com/people/49172586/,480
?_?,30,"
2018-02-20
",0,Vatican City, 2009-06-21," 不如湄公河，从头爆到尾炸得人脑仁疼，结构松散，高潮拖沓，人物太多以至于每一位完成度都不高，女主角色原本写得不错，可惜选了不会演戏的人来诠释，悲悯天人的说服力很差，血腥场面过审值得鼓励（也有一种说法是上面的指示），衷心希望钢铁直男和爱国道士们不要再在豆瓣刷五星了，从我做起，理性看片
        ",https://www.douban.com/people/pinpoint/,440
努力去热爱世界,50,"
2018-02-16
",101,上海, 2016-11-18," 一场接着一场 热血沸腾 剧情上 是团队合作没错 可每个人物的塑造都很立体 队长张译 狙击手黄景瑜等等 表现都可圈可点
        ",https://www.douban.com/people/153966583/,260
女矮子,50,"
2018-02-18
",20,广东广州, 2010-08-12," 全程高潮
        ",https://www.douban.com/people/44661693/,340
女神的秋裤,40,"
2018-03-06
",2,山东青岛, 2015-04-07," 非！常！好！看！甩出《战狼》一个量级。比《湄公河行动》完成度也高很多，不矫情也不作秀，主旋律在骨子里，武戏简单粗暴，文戏以小博大。在公安部面前，广电局的审查就是渣渣。林超贤可以来个“中国军队行动三部曲”了，期待下一部。下一部？该空军了。
        ",https://www.douban.com/people/movieater/,340
女王头上有鹿角,30,"
2018-02-19
",3,"Reykjavík, Iceland", 2017-06-11," 8.5的评分虚高了。文戏很弱，属于适合在电影院看的军事片。尺度合适且真实，听说有肠子挂车上的镜头，我怎么没注意到。
        ",https://www.douban.com/people/162424622/,100
女巫,30,"
2018-02-17
",15,北京, 2007-08-29," 像在拍纪录片，没有一点节奏感，剧情没有起伏，突突突了两个多小时。群戏完全没拍好，人物性格不突出，作为电影真的不合格。
        ",https://www.douban.com/people/dreamernation/,60
女闲人,10,"
2018-03-04
",0,上海, 2005-10-03," 狙击步枪搁人肩上发射，那位英雄耳朵还好吗？
        ",https://www.douban.com/people/nina/,340
诺诺,50,"
2018-02-16
",82,山东德州, 2016-10-04," 真他妈好看！
        ",https://www.douban.com/people/152047421/,160
哦大栗子,50,"
2018-02-21
",20,浙江宁波, 2010-03-11," 赚更多钱，纳更多税，给我们的军人买最好的武器。????????
        ",https://www.douban.com/people/euin/,380
欧巴巴,20,"
2018-02-17
",8,上海, 2016-08-05," 还好死了人，给2星，如果一个人不死，给1星。
        ",https://www.douban.com/people/149255172/,320
判官赵,30,"
2018-02-17
",4,北京, 2015-03-06," 林超贤快赶上爆炸贝了，占比方面非常鸡贼地将主旋律场面一闪而过，不过一干到底还是让人视觉疲劳，并且十分让人佩服蛟龙队队员们逆天的体力。cos了一把MadMax，尺度大的人几度恶心干呕。还挺感人，档期没选好，中途好些家长领着孩子退场了。
        ",https://www.douban.com/people/122454843/,80
盆栽摩天轮,50,"
2018-02-17
",24,江苏常州, 2010-11-12," 不煽情，不墨迹 ，登登登邦邦邦就是干，就是杀，中弹人就死，炸到人就碎，没有个人英雄主义，靠的是团队作战，超写实枪战片，林超贤导演很硬，电影热血澎湃，不侮辱智商和情商，简直春节档的清流。
        ",https://www.douban.com/people/47331203/,460
彭厉害啊,20,"
2018-02-23
",6,湖北武汉, 2010-06-20," 打个鸡巴打
        ",https://www.douban.com/people/misterwater/,80
